id,latitude,longitude,place
ci38594178,33.5628333,-116.6458333,"3km ENE of Anza, CA"
ci38594218,33.379,-116.3708333,"14km N of Borrego Springs, CA"
ci38594242,33.3238333,-116.4036667,"8km NNW of Borrego Springs, CA"
ci38594250,33.3243333,-116.3993333,"8km NNW of Borrego Springs, CA"
ci38594290,35.794,-117.6056667,"18km W of Searles Valley, CA"
ci38594346,35.694,-117.5153333,"13km SW of Searles Valley, CA"
ci38594370,33.3268333,-116.4,"8km NNW of Borrego Springs, CA"
ci38594394,34.1693333,-118.2835,"3km ESE of Burbank, CA"
ci38594402,35.6821667,-117.5496667,"13km ENE of Ridgecrest, CA"
ci38594410,33.7178333,-116.8463333,"6km SE of Valle Vista, CA"
ci38594538,33.3761667,-116.4131667,"14km NNW of Borrego Springs, CA"
ci38594546,33.3798333,-116.4073333,"14km NNW of Borrego Springs, CA"
ci38594554,33.255,-116.2435,"12km E of Borrego Springs, CA"
ci38594562,35.8928333,-117.7165,"18km ESE of Little Lake, CA"
ci38594570,36.0503333,-117.8475,"9km E of Coso Junction, CA"
ci38594578,34.8476667,-118.9691667,"4km NW of Frazier Park, CA"
ci38594594,34.8503333,-118.9725,"4km NW of Frazier Park, CA"
ci38594602,36.0683333,-117.8625,"8km ENE of Coso Junction, CA"
ci38594610,35.7326667,-117.5605,"15km WSW of Searles Valley, CA"
ci38594618,35.8966667,-117.71,"18km ESE of Little Lake, CA"
ci38594634,35.8996667,-117.7218333,"17km ESE of Little Lake, CA"
ci38594642,35.8953333,-117.7113333,"18km ESE of Little Lake, CA"
ci38594650,33.3813333,-116.3855,"14km N of Borrego Springs, CA"
ci38594658,35.76,-117.5648333,"14km W of Searles Valley, CA"
ci38594666,35.6706667,-117.532,"14km ENE of Ridgecrest, CA"
ci38594674,35.8963333,-117.7406667,"16km ESE of Little Lake, CA"
ci38594682,33.3791667,-116.4076667,"14km NNW of Borrego Springs, CA"
ci38594690,35.5363333,-117.356,"25km S of Trona, CA"
ci38594706,33.1881667,-115.6088333,"10km SW of Niland, CA"
ci38594714,33.1843333,-115.6081667,"10km SW of Niland, CA"
ci38594722,36.0236667,-117.7706667,"16km NE of Little Lake, CA"
ci38594730,33.502,-116.5183333,"16km ESE of Anza, CA"
ci38594746,35.8636667,-117.6933333,"21km ESE of Little Lake, CA"
ci38594754,33.1868333,-115.6075,"10km SW of Niland, CA"
ci38594762,36.0231667,-117.7698333,"16km NE of Little Lake, CA"
ci38594778,34.1138333,-117.3423333,"3km ENE of Rialto, CA"
ci38594786,35.823,-117.6193333,"20km WNW of Searles Valley, CA"
ci38594794,35.8886667,-117.6808333,"21km ESE of Little Lake, CA"
ci38594802,33.6663333,-116.7093333,"8km S of Idyllwild, CA"
ci38594810,36.0508333,-117.8493333,"9km E of Coso Junction, CA"
ci38594818,35.918,-117.68,"20km E of Little Lake, CA"
ci38594826,34.0278333,-117.5096667,"3km NW of Glen Avon, CA"
ci38594834,36.4531667,-117.9806667,"17km SSE of Lone Pine, CA"
ci38594850,33.227,-116.7391667,"3km SE of Lake Henshaw, CA"
ci38594858,35.876,-117.6943333,"20km ESE of Little Lake, CA"
ci38594890,33.1861667,-116.4145,"9km SSW of Borrego Springs, CA"
ci38594914,33.326,-116.4056667,"8km NNW of Borrego Springs, CA"
ci38594938,33.4623333,-116.644,"11km SSE of Anza, CA"
ci38594946,35.5396667,-117.4333333,"24km ESE of Ridgecrest, CA"
ci38594970,35.8365,-117.6431667,"23km WNW of Searles Valley, CA"
ci38595018,34.2041667,-117.6623333,"12km NW of Rancho Cucamonga, CA"
ci38595042,35.9635,-117.3738333,"22km N of Searles Valley, CA"
ci38595098,33.9691667,-118.3541667,"2km NNW of Inglewood, CA"
ci38595130,33.3401667,-116.804,"6km ESE of Palomar Observatory, CA"
ci38595138,33.1503333,-116.4876667,"13km NE of Julian, CA"
ci38595154,34.56,-118.8216667,"16km N of Piru, CA"
ci38595162,35.895,-117.662,"22km ESE of Little Lake, CA"
ci38595194,35.8798333,-117.6966667,"20km ESE of Little Lake, CA"
ci38595226,34.2038333,-117.6721667,"12km N of Upland, CA"
ci38595242,35.7713333,-117.5761667,"16km W of Searles Valley, CA"
ci38595282,33.9945,-116.3798333,"12km ENE of Desert Hot Springs, CA"
ci38595298,35.7186667,-117.5666667,"15km NE of Ridgecrest, CA"
ci38595362,36.4591667,-117.9653333,"17km SSE of Lone Pine, CA"
ci38595418,33.3261667,-116.4036667,"8km NNW of Borrego Springs, CA"
ci38595458,33.586,-116.8018333,"12km WNW of Anza, CA"
ci38595490,36.0488333,-117.8075,"13km E of Coso Junction, CA"
ci38595506,33.4976667,-116.7908333,"9km NE of Aguanga, CA"
ci38595546,34.9941667,-118.1823333,"6km S of Mojave, CA"
ci38595562,35.9221667,-117.752,"14km E of Little Lake, CA"
ci38595570,36.443,-117.9955,"17km SSE of Lone Pine, CA"
ci38595602,33.8421667,-117.4911667,"5km SE of Home Gardens, CA"
ci38595626,35.6275,-117.4703333,"17km SSW of Searles Valley, CA"
ci38595634,35.7928333,-117.6095,"19km W of Searles Valley, CA"
ci38595682,33.4828333,-116.4416667,"23km ESE of Anza, CA"
ci38595690,33.4805,-116.4466667,"23km ESE of Anza, CA"
ci38595746,36.479,-117.9691667,"15km SE of Lone Pine, CA"
ci38595754,34.437,-117.6675,"2km WNW of Pinon Hills, CA"
ci38595778,33.8706667,-117.4945,"3km ESE of Home Gardens, CA"
ci38595794,36.051,-117.8478333,"9km E of Coso Junction, CA"
ci38595898,35.8201667,-117.6361667,"22km WNW of Searles Valley, CA"
ci38595946,32.9066667,-116.266,"26km ENE of Pine Valley, CA"
ci38595954,35.7921667,-117.6163333,"19km W of Searles Valley, CA"
ci38595970,35.793,-117.6205,"20km W of Searles Valley, CA"
ci38595978,35.7018333,-117.5811667,"12km NE of Ridgecrest, CA"
ci38595986,35.703,-117.5841667,"12km NE of Ridgecrest, CA"
ci38596010,34.3633333,-117.6223333,"1km ENE of Wrightwood, CA"
ci38596090,35.9113333,-117.4555,"17km NNW of Searles Valley, CA"
ci38596178,33.493,-116.4925,"18km ESE of Anza, CA"
ci38596194,33.5486667,-116.9421667,"14km NNW of Aguanga, CA"
ci38596210,35.6186667,-117.4231667,"17km S of Searles Valley, CA"
ci38596234,33.5005,-116.7873333,"10km NE of Aguanga, CA"
ci38596250,35.7793333,-117.5496667,"13km W of Searles Valley, CA"
ci38596258,36.4508333,-117.9843333,"17km SSE of Lone Pine, CA"
ci38596282,35.9276667,-117.6966667,"19km E of Little Lake, CA"
ci38596290,36.052,-117.8443333,"9km E of Coso Junction, CA"
ci38596338,35.6713333,-117.5153333,"15km SW of Searles Valley, CA"
ci38596346,36.4303333,-117.9831667,"17km N of Olancha, CA"
ci38596370,33.512,-116.5168333,"15km ESE of Anza, CA"
ci38596378,33.4836667,-116.7931667,"8km NE of Aguanga, CA"
ci38596394,34.0806667,-118.1796667,"5km SSE of Highland Park, CA"
ci38596410,35.7955,-117.6231667,"20km NNE of Ridgecrest, CA"
ci38596418,35.8671667,-117.6983333,"20km ESE of Little Lake, CA"
ci38596434,36.4345,-117.9875,"17km N of Olancha, CA"
ci38596442,36.4358333,-117.9846667,"17km N of Olancha, CA"
ci38596450,35.9215,-117.7291667,"16km E of Little Lake, CA"
ci38596458,35.682,-117.4613333,"11km SSW of Searles Valley, CA"
ci38596466,33.9641667,-116.8561667,"5km NNE of Banning, CA"
ci38596474,34.1403333,-118.0601667,"2km W of Arcadia, CA"
ci38596482,35.6926667,-117.5081667,"13km SW of Searles Valley, CA"
ci38596490,34.3273333,-116.9213333,"9km N of Big Bear Lake, CA"
ci38596498,33.5,-116.4938333,"18km ESE of Anza, CA"
ci38596506,34.9711667,-119.4896667,"13km SW of Maricopa, CA"
ci38596514,35.6143333,-117.4015,"17km S of Trona, CA"
ci38596522,33.2225,-116.7413333,"3km SE of Lake Henshaw, CA"
ci38596530,35.6653333,-117.481,"13km SSW of Searles Valley, CA"
ci38596538,33.4848333,-116.8005,"8km NE of Aguanga, CA"
ci38596546,33.9113333,-116.2035,"20km ENE of Thousand Palms, CA"
ci38596570,35.7923333,-117.6181667,"20km W of Searles Valley, CA"
ci38596578,33.6071667,-116.8023333,"13km WNW of Anza, CA"
ci38596586,34.3066667,-116.4513333,"22km N of Yucca Valley, CA"
ci38596594,33.5001667,-116.4976667,"17km ESE of Anza, CA"
ci38596602,34.3065,-116.4463333,"21km N of Yucca Valley, CA"
ci38596618,33.408,-116.3478333,"17km N of Borrego Springs, CA"
ci38596642,35.794,-117.624,"20km NNE of Ridgecrest, CA"
ci38596706,33.4111667,-116.3503333,"17km N of Borrego Springs, CA"
ci38596714,33.5848333,-116.8138333,"13km WNW of Anza, CA"
ci38596722,35.698,-117.5145,"13km SW of Searles Valley, CA"
ci38596730,33.5983333,-116.8053333,"13km WNW of Anza, CA"
ci38596762,33.5998333,-116.8083333,"13km WNW of Anza, CA"
ci38596802,33.5036667,-116.5013333,"17km ESE of Anza, CA"
ci38596810,36.051,-117.844,"9km E of Coso Junction, CA"
ci38596818,33.5953333,-116.8066667,"13km WNW of Anza, CA"
ci38596898,35.6438333,-117.4236667,"14km S of Searles Valley, CA"
ci38596922,35.6321667,-117.4155,"15km SSW of Trona, CA"
ci38596930,35.6268333,-117.4131667,"16km SSW of Trona, CA"
ci38596938,35.777,-117.6163333,"18km NNE of Ridgecrest, CA"
ci38597018,36.0925,-117.8795,"8km NE of Coso Junction, CA"
ci38597058,33.903,-116.195,"20km ENE of Thousand Palms, CA"
ci38597066,36.049,-117.8468333,"9km E of Coso Junction, CA"
ci38597090,33.2333333,-116.7321667,"3km ESE of Lake Henshaw, CA"
ci38597106,35.8768333,-117.694,"20km ESE of Little Lake, CA"
ci38597154,35.751,-117.5741667,"16km W of Searles Valley, CA"
ci38597178,36.0815,-117.867,"8km ENE of Coso Junction, CA"
ci38597186,36.4351667,-117.9491667,"18km NNE of Olancha, CA"
ci38597194,33.58,-116.8053333,"12km WNW of Anza, CA"
ci38597202,33.6335,-116.7451667,"11km NW of Anza, CA"
ci38597210,33.5773333,-116.8088333,"13km W of Anza, CA"
ci38597242,33.5825,-116.8038333,"12km WNW of Anza, CA"
ci38597258,33.5865,-116.8018333,"12km WNW of Anza, CA"
ci38597266,33.7056667,-116.7035,"4km SSE of Idyllwild, CA"
ci38597282,33.3583333,-116.3293333,"12km NNE of Borrego Springs, CA"
ci38597298,35.7796667,-117.6023333,"18km W of Searles Valley, CA"
ci38597394,33.9083333,-116.1973333,"20km ENE of Thousand Palms, CA"
ci38597402,36.4841667,-117.9316667,"17km SE of Lone Pine, CA"
ci38597458,33.6035,-116.8033333,"13km WNW of Anza, CA"
ci38597466,35.6888333,-117.5075,"13km SW of Searles Valley, CA"
ci38597506,33.592,-116.8203333,"14km WNW of Anza, CA"
ci38597570,35.9081667,-117.7445,"15km ESE of Little Lake, CA"
ci38597586,34.3843333,-117.651,"3km NNW of Wrightwood, CA"
ci38597602,33.1566667,-115.6463333,"13km WNW of Calipatria, CA"
ci38597618,35.6403333,-117.4196667,"14km S of Searles Valley, CA"
ci38597634,33.4568333,-116.5611667,"15km SE of Anza, CA"
ci38597642,33.5086667,-116.8005,"10km NE of Aguanga, CA"
ci38597682,35.8811667,-117.6851667,"21km ESE of Little Lake, CA"
ci38597690,36.0246667,-117.7708333,"16km NE of Little Lake, CA"
ci38597698,33.1555,-115.6356667,"12km WNW of Calipatria, CA"
ci38597706,35.7731667,-117.588,"17km W of Searles Valley, CA"
ci38597730,33.2511667,-116.244,"12km E of Borrego Springs, CA"
ci38597738,36.0666667,-117.6378333,"28km E of Coso Junction, CA"
ci38597746,33.2591667,-116.2443333,"12km E of Borrego Springs, CA"
ci38597762,34.2713333,-118.458,"2km SW of San Fernando, CA"
ci38597770,33.4935,-116.7933333,"9km NE of Aguanga, CA"
ci38597778,33.148,-116.4971667,"12km NE of Julian, CA"
ci38597786,34.268,-118.4613333,"3km SW of San Fernando, CA"
ci38597802,33.014,-116.015,"18km SE of Ocotillo Wells, CA"
ci38597810,33.5936667,-116.7956667,"12km WNW of Anza, CA"
ci38597818,32.4746667,-115.5718333,"12km S of Progreso, B.C., MX"
ci38597834,35.717,-117.5351667,"13km WSW of Searles Valley, CA"
ci38597842,33.4965,-116.791,"9km NE of Aguanga, CA"
ci38597850,35.7985,-117.62,"20km W of Searles Valley, CA"
ci38597866,34.0305,-117.2265,"4km ESE of Loma Linda, CA"
ci38597882,35.607,-117.4393333,"18km S of Searles Valley, CA"
ci38597890,33.4965,-116.7898333,"9km NE of Aguanga, CA"
ci38597898,33.6988333,-116.7031667,"5km SSE of Idyllwild, CA"
ci38597906,33.717,-116.823,"7km ESE of Valle Vista, CA"
ci38597914,33.3396667,-116.2483333,"15km NE of Borrego Springs, CA"
ci38597922,33.5138333,-116.5148333,"15km ESE of Anza, CA"
ci38597930,33.503,-116.7871667,"10km NE of Aguanga, CA"
ci38597946,32.706,-115.7443333,"20km WSW of El Centro, CA"
ci38597954,35.6926667,-117.4773333,"11km SW of Searles Valley, CA"
ci38597962,33.1605,-116.5241667,"12km NE of Julian, CA"
ci38597970,36.0508333,-117.8581667,"8km E of Coso Junction, CA"
ci38597986,33.9078333,-116.201,"20km ENE of Thousand Palms, CA"
ci38597994,33.6858333,-116.7276667,"6km S of Idyllwild, CA"
ci38598002,33.554,-115.8831667,"6km ENE of North Shore, CA"
ci38598018,33.5871667,-116.8015,"12km WNW of Anza, CA"
ci38598034,33.183,-115.9933333,"13km SSW of Salton City, CA"
ci38598042,36.3753333,-117.976,"11km NNE of Olancha, CA"
ci38598050,33.4828333,-116.7938333,"8km NE of Aguanga, CA"
ci38598058,35.6423333,-117.5425,"12km E of Ridgecrest, CA"
ci38598066,35.6133333,-117.3908333,"17km S of Trona, CA"
ci38598074,33.1693333,-115.9893333,"14km ENE of Ocotillo Wells, CA"
ci38598082,35.1981667,-119.458,"6km N of Taft, CA"
ci38598090,35.9181667,-117.68,"20km E of Little Lake, CA"
ci38598098,35.8131667,-117.5985,"18km WNW of Searles Valley, CA"
ci38598106,36.2116667,-117.8891667,"13km SE of Olancha, CA"
ci38598114,36.4511667,-117.9853333,"17km SSE of Lone Pine, CA"
ci38598122,35.7326667,-117.6088333,"14km NNE of Ridgecrest, CA"
ci38598130,36.3691667,-118.0155,"10km N of Olancha, CA"
ci38598138,35.8923333,-117.7195,"18km ESE of Little Lake, CA"
ci38598154,33.3031667,-116.1611667,"18km N of Ocotillo Wells, CA"
ci38598162,33.3853333,-116.415,"15km NNW of Borrego Springs, CA"
ci38598170,36.0013333,-118.4033333,"28km N of Kernville, CA"
ci38598178,35.6361667,-117.5751667,"9km E of Ridgecrest, CA"
ci38598194,33.4983333,-116.792,"9km NE of Aguanga, CA"
ci38598210,35.795,-117.6293333,"20km NNE of Ridgecrest, CA"
ci38598218,33.6951667,-117.4086667,"8km WNW of Lake Elsinore, CA"
ci38598226,35.8771667,-117.6823333,"21km ESE of Little Lake, CA"
ci38598258,33.5901667,-116.804,"13km WNW of Anza, CA"
ci38598266,33.1466667,-116.6228333,"8km NNW of Julian, CA"
ci38598282,36.521,-117.8791667,"19km ESE of Lone Pine, CA"
ci38598306,33.8713333,-116.9513333,"7km SSE of Beaumont, CA"
ci38598378,33.7963333,-116.9111667,"5km ENE of San Jacinto, CA"
ci38598418,33.7823333,-116.9545,"0km ESE of San Jacinto, CA"
ci38598458,35.6901667,-117.5115,"13km SW of Searles Valley, CA"
ci38598466,33.3365,-116.196,"17km SSW of Oasis, CA"
ci38598474,33.5923333,-116.8038333,"13km WNW of Anza, CA"
ci38598490,33.4135,-116.3433333,"18km N of Borrego Springs, CA"
ci38598498,33.5238333,-116.7355,"7km WSW of Anza, CA"
ci38598506,35.647,-117.4298333,"14km S of Searles Valley, CA"
ci38598522,35.9103333,-117.686,"20km E of Little Lake, CA"
ci38598530,36.026,-117.5106667,"30km NNW of Searles Valley, CA"
ci38598570,35.6763333,-117.5118333,"14km SW of Searles Valley, CA"
ci38598578,33.5071667,-116.7621667,"10km WSW of Anza, CA"
ci38598586,35.0295,-117.6735,"4km NNW of Boron, CA"
ci38598594,35.8741667,-117.6886667,"21km ESE of Little Lake, CA"
ci38598602,35.9325,-117.8238333,"8km E of Little Lake, CA"
ci38598650,33.2265,-116.7325,"3km ESE of Lake Henshaw, CA"
ci38598658,35.8891667,-117.7356667,"16km ESE of Little Lake, CA"
ci38598666,35.8875,-117.7336667,"16km ESE of Little Lake, CA"
ci38598674,35.8631667,-117.6726667,"23km ESE of Little Lake, CA"
ci38598682,34.0638333,-116.9061667,"13km ENE of Yucaipa, CA"
ci38598690,33.4996667,-116.7898333,"9km NE of Aguanga, CA"
ci38598698,33.514,-116.7613333,"9km WSW of Anza, CA"
ci38598706,35.7691667,-117.5786667,"16km W of Searles Valley, CA"
ci38598714,33.5083333,-116.7815,"11km NE of Aguanga, CA"
ci38598722,33.4833333,-116.4686667,"21km ESE of Anza, CA"
ci38598730,35.9458333,-117.6658333,"22km E of Little Lake, CA"
ci38598738,35.687,-117.5,"12km SW of Searles Valley, CA"
ci38598746,35.7696667,-117.5765,"16km W of Searles Valley, CA"
ci38598762,33.4903333,-116.7951667,"8km NE of Aguanga, CA"
ci38598770,33.1861667,-116.3061667,"10km SE of Borrego Springs, CA"
ci38598786,33.5888333,-116.8045,"13km WNW of Anza, CA"
ci38598794,35.6416667,-117.4098333,"14km SSW of Trona, CA"
ci38598810,33.8766667,-116.1975,"17km N of Indio, CA"
ci38598818,33.8663333,-116.811,"6km SSW of Cabazon, CA"
ci38598826,35.9803333,-117.9118333,"5km N of Little Lake, CA"
ci38598834,33.2158333,-116.7438333,"3km SSE of Lake Henshaw, CA"
ci38598850,35.6493333,-117.5368333,"13km ENE of Ridgecrest, CA"
ci38598858,34.0383333,-117.1183333,"4km SSE of Mentone, CA"
ci38598866,34.4543333,-119.3058333,"6km W of Ojai, CA"
ci38598874,34.0548333,-117.2346667,"3km ENE of Loma Linda, CA"
ci38598890,35.6515,-117.5383333,"13km ENE of Ridgecrest, CA"
ci38598898,33.6640015,-116.768837,"10km SSW of Idyllwild, CA"
ci38598906,33.5005,-116.7935,"9km NE of Aguanga, CA"
ci38598938,35.7935,-117.6215,"20km NNE of Ridgecrest, CA"
ci38598946,35.9428333,-117.6655,"22km E of Little Lake, CA"
ci38598954,35.8543333,-117.667,"23km ESE of Little Lake, CA"
ci38598962,33.4256667,-116.434,"20km NNW of Borrego Springs, CA"
ci38598970,35.7183333,-117.5446667,"14km WSW of Searles Valley, CA"
ci38598978,33.4845,-116.5825,"12km SE of Anza, CA"
ci38598986,34.4548333,-119.3086667,"6km W of Ojai, CA"
ci38598994,35.7318333,-117.476,"8km WSW of Searles Valley, CA"
ci38599002,34.12,-117.4736667,"3km NNW of Fontana, CA"
ci38599010,36.098,-117.865,"10km NE of Coso Junction, CA"
ci38599018,35.9048333,-117.4241667,"15km N of Searles Valley, CA"
ci38599042,35.874,-117.7003333,"20km ESE of Little Lake, CA"
ci38599162,35.7096667,-117.5013333,"11km SW of Searles Valley, CA"
ci38599234,33.5963333,-116.8045,"13km WNW of Anza, CA"
ci38599250,35.8441667,-117.6945,"22km ESE of Little Lake, CA"
ci38599298,33.0595,-116.0133333,"14km SE of Ocotillo Wells, CA"
ci38599378,36.4476667,-117.9718333,"18km SSE of Lone Pine, CA"
ci38599402,35.8756667,-117.691,"21km ESE of Little Lake, CA"
ci38599426,35.7576667,-117.574,"15km W of Searles Valley, CA"
ci38599458,33.3623333,-116.404,"12km NNW of Borrego Springs, CA"
ci38599522,34.1038333,-117.3035,"3km SSW of San Bernardino, CA"
ci38599570,33.5521667,-117.2195,"1km WSW of Murrieta, CA"
ci38599578,33.4908333,-116.7948333,"8km NE of Aguanga, CA"
ci38599586,35.8726667,-117.6818333,"22km ESE of Little Lake, CA"
ci38599602,33.0516667,-115.89,"25km ESE of Ocotillo Wells, CA"
ci38599610,35.809,-117.6403333,"21km N of Ridgecrest, CA"
ci38599626,36.4548333,-117.9898333,"16km SSE of Lone Pine, CA"
ci38599642,36.2036667,-117.9015,"13km SE of Olancha, CA"
ci38599674,33.4953333,-116.7905,"9km NE of Aguanga, CA"
ci38599778,33.4776667,-116.48,"20km ESE of Anza, CA"
ci38599786,33.5905,-116.8133333,"14km WNW of Anza, CA"
ci38599818,35.9796667,-117.5153333,"26km NNW of Searles Valley, CA"
ci38599834,35.8731667,-117.6961667,"20km ESE of Little Lake, CA"
ci38599850,35.5913333,-117.4165,"20km S of Trona, CA"
ci38599882,34.9318333,-119.0378333,"10km W of Grapevine, CA"
ci38599898,34.9101667,-119.032,"10km WSW of Grapevine, CA"
ci38599930,36.4538333,-117.9971667,"16km SSE of Lone Pine, CA"
ci38600010,35.7735,-117.6401667,"17km N of Ridgecrest, CA"
ci38600026,33.5956667,-116.8058333,"13km WNW of Anza, CA"
ci38600050,33.672,-116.716,"8km S of Idyllwild, CA"
ci38600058,33.6793333,-116.7113333,"7km S of Idyllwild, CA"
ci38600066,33.4941667,-116.7908333,"9km NE of Aguanga, CA"
ci38600074,33.6635,-116.7195,"8km S of Idyllwild, CA"
ci38600082,33.6641667,-116.7206667,"8km S of Idyllwild, CA"
ci38600090,33.6666667,-116.7105,"8km S of Idyllwild, CA"
ci38600098,33.6631667,-116.71,"9km S of Idyllwild, CA"
ci38600106,33.6603333,-116.715,"9km S of Idyllwild, CA"
ci38600114,36.6,-117.8193333,"22km E of Lone Pine, CA"
ci38600122,35.9148333,-117.7085,"18km E of Little Lake, CA"
ci38600138,33.4893333,-116.7953333,"8km NE of Aguanga, CA"
ci38600146,33.675,-116.7105,"7km S of Idyllwild, CA"
ci38600154,33.602,-116.8093333,"14km WNW of Anza, CA"
ci38600162,33.6556667,-116.7166667,"9km S of Idyllwild, CA"
ci38600170,33.6666679,-116.7133331,"8km S of Idyllwild, CA"
ci38600186,33.6696667,-116.7105,"8km S of Idyllwild, CA"
ci38600210,35.9543333,-117.665,"22km E of Little Lake, CA"
ci38600218,35.609,-117.4726667,"18km E of Ridgecrest, CA"
ci38600226,33.6708333,-116.7105,"8km S of Idyllwild, CA"
ci38600250,33.6725,-116.71,"8km S of Idyllwild, CA"
ci38600258,34.0265,-118.3158333,"5km NE of View Park-Windsor Hills, CA"
ci38600274,33.4716667,-116.4868333,"20km ESE of Anza, CA"
ci38600282,33.3266667,-116.4051667,"8km NNW of Borrego Springs, CA"
ci38600290,35.9215,-117.7621667,"13km E of Little Lake, CA"
ci38600298,35.9245,-117.7618333,"13km E of Little Lake, CA"
ci38600306,35.9258333,-117.7613333,"13km E of Little Lake, CA"
ci38600314,33.5805,-116.8066667,"13km WNW of Anza, CA"
ci38600322,35.9301667,-117.7561667,"14km E of Little Lake, CA"
ci38600330,35.926,-117.7575,"14km E of Little Lake, CA"
ci38600338,33.9571667,-116.7415,"6km NE of Cabazon, CA"
ci38600346,33.4785,-116.8013333,"7km NE of Aguanga, CA"
ci38600362,33.4901667,-116.5161667,"16km ESE of Anza, CA"
ci38600378,33.495,-116.7855,"9km NE of Aguanga, CA"
ci38600386,35.9005,-117.688,"20km ESE of Little Lake, CA"
ci38600394,35.8906667,-117.707,"19km ESE of Little Lake, CA"
ci38600402,36.4661667,-118.0076667,"14km SSE of Lone Pine, CA"
ci38600410,33.672,-116.7158333,"8km S of Idyllwild, CA"
ci38600418,35.861,-117.6625,"24km ESE of Little Lake, CA"
ci38600426,33.345,-116.9263333,"6km WSW of Palomar Observatory, CA"
ci38600434,33.2301667,-116.7391667,"3km ESE of Lake Henshaw, CA"
ci38600442,33.5008333,-116.7875,"10km NE of Aguanga, CA"
ci38600450,35.899,-117.7003333,"19km ESE of Little Lake, CA"
ci38600458,33.7195,-116.8185,"8km ESE of Valle Vista, CA"
ci38600466,33.9158333,-117.7958333,"3km NNE of Yorba Linda, CA"
ci38600474,32.9176667,-116.2431667,"27km SSW of Ocotillo Wells, CA"
ci38600498,33.6918333,-116.7,"6km SSE of Idyllwild, CA"
ci38600506,33.6685,-116.7103333,"8km S of Idyllwild, CA"
ci38600522,35.8,-117.6236667,"20km W of Searles Valley, CA"
ci38600530,33.1285,-115.6438333,"10km NNW of Westmorland, CA"
ci38600538,33.2286667,-117.7361667,"25km SSW of San Clemente, CA"
ci38600546,33.1363333,-115.6195,"10km W of Calipatria, CA"
ci38600562,33.1298333,-115.6263333,"10km N of Westmorland, CA"
ci38600578,33.05,-115.9146667,"23km ESE of Ocotillo Wells, CA"
ci38600586,33.2593333,-116.3945,"2km WNW of Borrego Springs, CA"
ci38600642,33.5968333,-116.7938333,"12km WNW of Anza, CA"
ci38600650,33.706,-116.7543333,"5km SW of Idyllwild, CA"
ci38600682,35.9343333,-117.321,"20km NNE of Trona, CA"
ci38600746,35.6715,-117.5125,"14km SW of Searles Valley, CA"
ci38600794,35.697,-117.5316667,"14km SW of Searles Valley, CA"
ci38600826,33.169,-116.0095,"12km ENE of Ocotillo Wells, CA"
ci38600882,35.6481667,-117.4058333,"13km S of Trona, CA"
ci38601018,35.8626667,-117.6955,"21km ESE of Little Lake, CA"
ci38601026,33.0598333,-115.893,"24km ESE of Ocotillo Wells, CA"
ci38601034,33.0616667,-115.8918333,"24km ESE of Ocotillo Wells, CA"
ci38601058,33.4883333,-116.793,"8km NE of Aguanga, CA"
ci38601066,33.477,-116.8021667,"7km ENE of Aguanga, CA"
ci38601090,33.9086667,-116.2031667,"20km ENE of Thousand Palms, CA"
ci38601106,35.6845,-117.474,"11km SW of Searles Valley, CA"
ci38601114,33.0553333,-115.8916667,"24km ESE of Ocotillo Wells, CA"
ci38601226,35.9276667,-117.6681667,"22km E of Little Lake, CA"
ci38601250,33.9645,-116.3815,"11km E of Desert Hot Springs, CA"
ci38601386,33.5568333,-116.7451667,"7km W of Anza, CA"
ci38601394,33.495,-116.5118333,"16km ESE of Anza, CA"
ci38601458,35.53,-117.3941667,"26km S of Trona, CA"
ci38601498,33.125,-115.6311667,"10km N of Westmorland, CA"
ci38601506,33.8703333,-117.4936667,"3km ESE of Home Gardens, CA"
ci38601602,35.784,-117.6091667,"19km W of Searles Valley, CA"
ci38601610,35.7875,-117.6073333,"18km W of Searles Valley, CA"
ci38601682,33.222,-116.7411667,"3km SE of Lake Henshaw, CA"
ci38601746,35.9036667,-117.6955,"19km E of Little Lake, CA"
ci38601762,35.641,-117.4123333,"14km SSW of Trona, CA"
ci38601778,33.2315,-116.7363333,"3km ESE of Lake Henshaw, CA"
ci38601794,35.0206667,-117.6621667,"3km NNW of Boron, CA"
ci38601826,33.1958333,-116.734,"6km SSE of Lake Henshaw, CA"
ci38601850,33.4785,-116.8008333,"7km ENE of Aguanga, CA"
ci38601874,34.0315,-117.0028333,"4km E of Yucaipa, CA"
ci38601930,35.815,-117.6436667,"22km N of Ridgecrest, CA"
ci38601954,34.5356667,-119.9068333,"13km NNW of Goleta, CA"
ci38601978,35.8861667,-117.6856667,"21km ESE of Little Lake, CA"
ci38601986,35.7388333,-117.5441667,"13km WSW of Searles Valley, CA"
ci38602050,32.8581667,-116.0306667,"14km NNW of Ocotillo, CA"
ci38602058,33.2228333,-116.0556667,"11km NE of Ocotillo Wells, CA"
ci38602154,33.4791667,-116.5413333,"15km SE of Anza, CA"
ci38602170,33.5143333,-116.5185,"15km ESE of Anza, CA"
ci38602186,33.1466667,-115.9833333,"14km E of Ocotillo Wells, CA"
ci38602194,32.2475,-115.2293333,"6km WNW of Alberto Oviedo Mota, B.C., MX"
ci38602202,35.6593333,-117.4553333,"13km SSW of Searles Valley, CA"
ci38602210,33.5888333,-116.8075,"13km WNW of Anza, CA"
ci38602218,33.6528333,-117.9716667,"5km SSE of Huntington Beach, CA"
